Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery				,region_total,puntos_miles,puntos_IGV
61666,Portugal,"In an oxidative style, this is a wine that is smooth and full of ripe fruit tones. With black plum and berry flavors it has just enough of a tannic edge, with a soft aftertaste.",Late Bottled Vintage,87,30.0,Port,,,Roger Voss,@vossroger,Quinta do Portal 2011 Late Bottled Vintage  (Port),Port,Quinta do Portal				,,87000,15.66
62432,Portugal,"This is a balanced blend of seven grapes, headed by Bairrada's own Baga. It is this grape that gives the tannins and tight acidity that dominate this structured wine. Its potential is considerable, with its texture still evolving. The black-currant fruits at the end are crisp and will soften with age. Drink from 2019.",Rol de Coisas Antigas,92,30.0,Bairrada,,,Roger Voss,@vossroger,Campolargo 2015 Rol de Coisas Antigas Red (Bairrada),Portuguese Red,Campolargo				,,92000,16.56
62981,Portugal,"This quinta is in the Rio Torto Valley in the heart of the Port vineyards. The wine is rich, sweet fruited, ripe with jammy blackberries and great perfumes. Open, already drinkable in a fruity way, it is likely to age over the medium term.",Quinta do Retiro Novo Vintage,88,30.0,Port,,,Roger Voss,@vossroger,Wiese & Krohn 2009 Quinta do Retiro Novo Vintage  (Port),Port,Wiese & Krohn				,,88000,15.84
63226,Portugal,"This is beautiful, with smooth, polished tannins and a spice note from the wood aging. It is layered with black plum, chocolate and licorice flavors, along with structure. The fruit is rich and likely to come forward in the next 3â€“4 years.",Quinta de Pancas Reserva,93,30.0,Lisboa,,,Roger Voss,@vossroger,Companhia das Quintas 2009 Quinta de Pancas Reserva Red (Lisboa),Portuguese Red,Companhia das Quintas				,,93000,16.74
3388,Portugal,"The Reserve version of this brand, this young wine is ripe and firm, with great potential. The Duas Quintas (two estates) are Ervamoira and Bons Ares, both in the Douro Superior. With attractive smoky flavors and ripe red-berry fruits it will become a rich wine. Drink from 2020.",Duas Quintas Reserva,92,31.0,Douro,,,Roger Voss,@vossroger,Ramos-Pinto 2014 Duas Quintas Reserva Red (Douro),Portuguese Red,Ramos-Pinto				,,92000,16.56
15322,Portugal,"On the dry side, this has plenty of fruit for an aged tawny, although it does actually taste older than its 10-years indication. That gives it a good depth of flavor as well as wood acidity that shines through at the end.",10-Years-Old Aged Tawny,89,31.0,Port,,,Roger Voss,@vossroger,Croft NV 10-Years-Old Aged Tawny  (Port),Port,Croft				,,89000,16.02
34843,Portugal,"This ripe, soft wine has gentle tannins under the rich red-berry fruits, with an attractive smoky edge from the wood aging. Drink this fruity wine from 2019.",Quinta da Levandeira Grande Reserva,89,31.0,Douro,,,Roger Voss,@vossroger,RoncÃ£o 2014 Quinta da Levandeira Grande Reserva Red (Douro),Portuguese Red,RoncÃ£o				,,89000,16.02
57575,Portugal,"The vineyard around the renaissance palace of BacalhÃ´a was first planted with Cabernet Sauvignon in the mid-20th century. The estate continue to produce an exemplary, memorable wine. This latest release is full of tense tannins, black currant fruit and acidity and a smooth texture from the wood aging. It is a wine for holding, so drink from 2017.",Quinta da BacalhÃ´a,93,31.0,PenÃ­nsula de SetÃºbal,,,Roger Voss,@vossroger,BacalhÃ´a Wines of Portugal 2011 Quinta da BacalhÃ´a Red (PenÃ­nsula de SetÃºbal),Bordeaux-style Red Blend,BacalhÃ´a Wines of Portugal				,,93000,16.74
59924,Portugal,"Ripe yellow fruits and light almond flavors, a rounded and soft texture. This is a wood-aged wine, the vanilla toast giving a smooth structure. while leaving the concentrated fruits firmly in charge.",Curva Reserva Branco,89,31.0,Douro,,,Roger Voss,@vossroger,Sogevinus 2009 Curva Reserva Branco White (Douro),Portuguese White,Sogevinus				,,89000,16.02
773,Portugal,"Powerful and concentrated, this is just at its peak. Ripe, rich fruit and tarry tannins give it freshness and a dry core. It's solid and serious, a dense wine that calls for equally rich food. Drink it now while it's at its prime.",Grande Reserva,92,32.0,Alentejo,,,Roger Voss,@vossroger,Monte da Penha 2005 Grande Reserva Red (Alentejo),Portuguese Red,Monte da Penha				,,92000,16.56
784,Portugal,"This mature wine has a soft, smooth character and ripe fruit. With its red-berry flavors and gentle tannins, it's very ready to drink. The blend is dominated by Touriga Nacional from an estate at the heart of the Douro vineyards in PinhÃ£o.",VT '08,90,32.0,Douro,,,Roger Voss,@vossroger,Quinta do Sagrado 2008 VT '08 Red (Douro),Portuguese Red,Quinta do Sagrado				,,90000,16.2
1229,Portugal,"This producer specializes in seeking out parcels of old vines. In this case, the vines, planted at high density, have unusually crooked trunks. The wine itself, richly tannic and dense, has new wood flavors, ripe black-plum fruits and a dark firm character. It is still young and will develop into an impressively rich wine. Drink from 2019.",Crooked Vines Colheita,93,32.0,Douro,,,Roger Voss,@vossroger,Secret Spot Wines 2014 Crooked Vines Colheita Red (Douro),Portuguese Red,Secret Spot Wines				,,93000,16.74
10009,Portugal,"A ripe and fruity wine that boasts yellow fruits and fresh citrus characteristics. It's lush and ripe, with just a touch of minerality to give the wine structure. There's a delicious tangy aftertaste to this full, impressive wine.",O OenÃ³lgo,91,32.0,DÃ£o,,,Roger Voss,@vossroger,Casa da Passarella 2012 O OenÃ³lgo Encruzado (DÃ£o),Encruzado,Casa da Passarella				,,91000,16.38
15488,Portugal,"This field blend comes from a number of old vine vineyards. It is rich and concentrated, full of black fruits and dense tannins. The wood aging shows with an edge of toast and the smooth texture. Drink this wine from 2017.",Crooked Vines Colheita,90,32.0,Douro,,,Roger Voss,@vossroger,Secret Spot Wines 2013 Crooked Vines Colheita Red (Douro),Portuguese Red,Secret Spot Wines				,,90000,16.2
15926,Portugal,"This rich wine is balanced and ripe, with spice, sweet sultana and raisin fruitiness and a light shot of acidity. The aftertaste brings out fresh red fruits that are cut by the spirit and acidity to leave a full feeling in the mouth.",Quinta do Porto 10-Year-Old Tawny,91,32.0,Port,,,Roger Voss,@vossroger,Ferreira NV Quinta do Porto 10-Year-Old Tawny  (Port),Port,Ferreira				,,91000,16.38
18248,Portugal,"Fermented in open granite lagars, this rich wine with its violet aromas is generous and has considerable power. It comes from a great vintage and shows that in its dark fruits and still-firm tannins. This is a serious wine, showing the grapes from the hard soils of the DÃ£o at their best. Drink from 2019.",,92,32.0,DÃ£o,,,Roger Voss,@vossroger,Julia Kemper Wines 2011 Touriga Nacional (DÃ£o),Touriga Nacional,Julia Kemper Wines				,,92000,16.56
19645,Portugal,"A classic Portuguese blend of Touriga Nacional, Tinta Roriz and Touriga Franca, this is a medium-bodied wine with good structure and presence of tannin. Bright fruit flavors of red currant, cherry and strawberry abound on the palate, finishing fresh and clean.",Reserva Kosher,84,32.0,Douro,,,Lauren Buzzeo,@laurbuzz,Casa da CorÃ§a 2005 Reserva Kosher Red (Douro),Portuguese Red,Casa da CorÃ§a				,,84000,15.12
19717,Portugal,"Known in Spain as Mencia and found in Galicia, here in Portugal it forms a part of the mix in the mountainous DÃ£o. It is red fruit flavors that are sustained by tannins. Despite its nine years of age, it is still firmly structured, still packed with fine fruit. It is only just now ready to drink.",,92,32.0,DÃ£o,,,Roger Voss,@vossroger,Quinta de Lemos 2007 Jaen (DÃ£o),Jaen,Quinta de Lemos				,,92000,16.56
31389,Portugal,"Behind the dark tannins, a huge mouthful of fruit is waiting to come out. The wine has weight, showing layers of wood aging and dark tannins. It's concentrated and needs to age. Drink from 2017.",Quinta da Costa,88,32.0,Douro,,,Roger Voss,@vossroger,Lavradores de Feitoria 2010 Quinta da Costa Red (Douro),Portuguese Red,Lavradores de Feitoria				,,88000,15.84
31489,Portugal,"Dense and spicy, this blend includes Touriga Nacional and Alicante Bouschet.The spice is balanced by generous black fruits and acidity that give great structure and density. Drink this wine from early 2018.",Vale de Lobos Grande Escolha,92,32.0,Tejo,,,Roger Voss,@vossroger,Quinta da Ribeirinha 2013 Vale de Lobos Grande Escolha Red (Tejo),Portuguese Red,Quinta da Ribeirinha				,,92000,16.56
32277,Portugal,"The Jaen grape is specific to the DÃ£o region of central Portugal, where it can produce dense wines with enormous color. This 2009, still surprisingly young for the variety, is dark, concentrated and generous, with sweet black plum notes balanced by hints of oak and lively acidity. This wine is worth holding onto. Drink after 2015.",,93,32.0,DÃ£o,,,Roger Voss,@vossroger,Quinta de Lemos 2009 Jaen (DÃ£o),Jaen,Quinta de Lemos				,,93000,16.74
34939,Portugal,"Smooth and rich, this wine has structure as well as tannins. The generous red-berry fruits are smooth and rounded. The vines are owned by the Amorim family of cork-production fame. Drink this ripe, rich wine from 2020.",Collection Tinto,91,32.0,Douro,,,Roger Voss,@vossroger,Quinta Nova de Nossa Senhora do Carmo 2014 Collection Tinto Red (Douro),Portuguese Red,Quinta Nova de Nossa Senhora do Carmo				,,91000,16.38
38421,Portugal,"Tinta Roriz is one of the grapes that is very much at home on the granite soils of the DÃ£o. Here winemaker Hugo Chavez produces a structured, densely tannic wine, swathed with loads of red fruit, with acidity to balance. This 100% Tinta Roriz is a powerful wine, needing more aging. Drink from 2016.",,93,32.0,DÃ£o,,,Roger Voss,@vossroger,Quinta de Lemos 2009 Tinta Roriz (DÃ£o),Tinta Roriz,Quinta de Lemos				,,93000,16.74
63588,Portugal,"This wine is made from the Bastardo grape which, as its name suggests, is tough to handle and rarely found. Very light in color and with a rustic flavor, the wine is light with hints of red berry fruits. A curiosity. Drink now.",,86,32.0,Douro,,,Roger Voss,@vossroger,Conceito Vinhos 2014 Bastardo (Douro),Bastardo,Conceito Vinhos				,,86000,15.479999999999999
2149,Portugal,"The tannins are firm, still controlling the black fruits in this wine. It is concentrated, with considerable extraction giving a dry wine with a hard edge. The red-berry flavors are lost.",Premium,84,33.0,Douro,,,Roger Voss,@vossroger,Quinta da Padrela 2013 Premium Red (Douro),Portuguese Red,Quinta da Padrela				,,84000,15.12
5199,Portugal,"A wood-aged wine, with the wood flavors well balanced with crisp acidity. Lemon, peach and melon flavors mellifluously combine to give a rounded wine with a tang. It shows a strong mineral-textured aftertaste, a product of the granite soil of the vineyard. Drink this richly flavored wine now.",Branco Reserva,90,33.0,TrÃ¡s-os-Montes,,,Roger Voss,@vossroger,Quinta de ArcossÃ³ 2011 Branco Reserva White (TrÃ¡s-os-Montes),Portuguese White,Quinta de ArcossÃ³				,,90000,16.2
8074,Portugal,"Rounded and smooth, this generous blend of Touriga Nacional and Syrah, is rich and perfumed. It has an immediately appealing ripe and fruity character, with plenty of black fruit and dark cherry tones supported by juicy acidity. Solid and chunky, this wine needs to age and would be best after 2016.",Colheita Seleccionada,91,33.0,Alentejano,,,Roger Voss,@vossroger,Herdade PaÃ§o do Conde 2010 Colheita Seleccionada Red (Alentejano),Portuguese Red,Herdade PaÃ§o do Conde				,,91000,16.38
9657,Portugal,"A strongly wood aged wine, powered by tannins and dense fruits, it is concentrated and still young enough for the wood to show through although the fruit is developing well. This is a structured wine that will need plenty of time to age so drink from 2018.",Casa Velha Colheita Seleccionada,90,33.0,Douro,,,Roger Voss,@vossroger,Adega de Favaios 2012 Casa Velha Colheita Seleccionada Red (Douro),Portuguese Red,Adega de Favaios				,,90000,16.2
23872,Portugal,"Sandeman's single quinta vintage is based around Quinta do Vau. Made in a deliberately fruity style, it is full of blackberry fruit jam flavors, with fleshy plums. The tannins are low-key, just showing through as a core of dryness. This is not a long-term aging vintageâ€”best in 5â€“10 years.",Vau Vintage,90,33.0,Port,,,Roger Voss,@vossroger,Sandeman 2000 Vau Vintage  (Port),Port,Sandeman				,,90000,16.2
33547,Portugal,"A big, black-colored wine, impressively rich. Fermented in open stone lagars, it has an opulent ripe character, the black fruits sweet and generous. At the same time, the dense tannic structure promises good aging. Keep for 5â€“6 years or more.",Reserva,92,33.0,Alentejano,,,Roger Voss,@vossroger,Herdade de SÃ£o Miguel 2009 Reserva Red (Alentejano),Portuguese Red,Herdade de SÃ£o Miguel				,,92000,16.56
46356,Portugal,"While it was not a generally declared vintage, this year has produced some fine single-quinta vintages. This wine has a fine tannic structure behind the rich damson and dried fruit flavors. Spice and acidity add to the complexity of this dense wine that will certainly need to age. Drink from 2023.",Soalheira Vintage,91,33.0,Port,,,Roger Voss,@vossroger,Borges 2012 Soalheira Vintage  (Port),Port,Borges				,,91000,16.38
46369,Portugal,"This small-production wine is a selection of the best grapes from the harvest. Aged in wood for 12 months, the wine has great richness and a densely smooth texture. It is big, generous with black fruits and concentration. There is a typically Portuguese juicy acidity that gives this wine a great aftertaste. Drink from 2018.",Dona Joana Grande Escolha,91,33.0,Alentejano,,,Roger Voss,@vossroger,Encostas de Estremoz 2013 Dona Joana Grande Escolha Red (Alentejano),Portuguese Red,Encostas de Estremoz				,,91000,16.38
57711,Portugal,"This limited production blend of Arinto and Baga is tight, taut and creamy. Initial intense acidity is balanced by citrus fruits and a lively, bright mousse. The wine has an impressive depth of flavor, richly endowed with fruit, yeastiness and the ability to age further. Drink now, but better from 2018.",Encontro Special CuvÃ©e Bruto,92,33.0,Bairrada,,,Roger Voss,@vossroger,Global Wines 2011 Encontro Special CuvÃ©e Bruto Sparkling (Bairrada),Portuguese Sparkling,Global Wines				,,92000,16.56
57798,Portugal,"Tightly coiled, the firm tannins hold down the exuberant berry fruits and fresh acidity. It is certainly young, but the elegance is already here, as well as the herb and spice seasoning from wood. The dry aftertaste reinforces the need for aging, at least 4â€“5 years.",Duas Quintas Reserva,90,33.0,Douro,,,Roger Voss,@vossroger,Ramos-Pinto 2004 Duas Quintas Reserva Red (Douro),Portuguese Red,Ramos-Pinto				,,90000,16.2
59955,Portugal,"A wood-aged wine, with the wood flavors well balanced with crisp acidity. Lemon, peach and melon flavors mellifluously combine to give a rounded wine with a tang. It shows a strong mineral-textured aftertaste, a product of the granite soil of the vineyard. Drink this richly flavored wine now.",Branco Reserva,90,33.0,TrÃ¡s-os-Montes,,,Roger Voss,@vossroger,Quinta de ArcossÃ³ 2011 Branco Reserva White (TrÃ¡s-os-Montes),Portuguese White,Quinta de ArcossÃ³				,,90000,16.2
473,Portugal,"A powerful wine, richly structured and full of ripe fruits. It has a solid feel to it, firmly anchored to its dark tannins as well as lightened by the juicy berry flavors. A blend that includes Cabernet Sauvignon and Syrah, it needs serious aging, so don't drink before 2017.",GeraÃ§Ãµes Colheita Seleccionada,92,34.0,Alentejano,,,Roger Voss,@vossroger,Herdade Grande 2010 GeraÃ§Ãµes Colheita Seleccionada Red (Alentejano),Portuguese Red,Herdade Grande				,,92000,16.56
7924,Portugal,"Made from a selection of premium parcels, this wood-aged wine still shows evidence of its toast and firm extract. So although there is plenty of fruit there, it's the dry core that is evident. It could still soften, so wait until 2017 to drink.",Selected Vines,90,34.0,Alentejano,,,Roger Voss,@vossroger,Azamor 2010 Selected Vines Red (Alentejano),Portuguese Red,Azamor				,,90000,16.2
11549,Portugal,"Ripe and spicy, this is an impressive, solid, new wood-dominated wine. The tannins come from high toast as well as the concentrated blackberry juice fruits. That makes it dry, a wine that needs to soften. But it has all the intensity that are the hallmarks of top Douro wines, so try it again in a year.",Quinta das Tecedeiras Reserva,92,34.0,Douro,,,Roger Voss,@vossroger,DÃ£o Sul 2005 Quinta das Tecedeiras Reserva Red (Douro),Portuguese Red,DÃ£o Sul				,,92000,16.56
14111,Portugal,"Vines in the Douro Superior, the remote area in the eastern edges of the Douro wine region, go into this firm wine. With its dry tannins and firm structure, the wine is always going to be powerful. It has spice and rich blackberry and damson fruits. The aftertaste brings in acidity. Drink this wine now, but don't forget to let it breathe for a couple of hours.",Vinha da Urze Grande Reserva Tinto,92,34.0,Douro,,,Roger Voss,@vossroger,Rui Roboredo Madeira 2010 Vinha da Urze Grande Reserva Tinto Red (Douro),Portuguese Red,Rui Roboredo Madeira				,,92000,16.56
24445,Portugal,"From a great year in the Douro, this is a complex, impressive wine. It has elegance rather than brute power, pushed forward by smooth yet dry tannins and ripe black fruits. A touch of spice, balanced acidity and a great potential for aging. Drink from 2016.",,93,34.0,Douro,,,Roger Voss,@vossroger,Quinta da Romaneira 2009 Red (Douro),Portuguese Red,Quinta da Romaneira				,,93000,16.74
29811,Portugal,"A superbly ripe wine that is selected from old vines, this is very rich and solidly structured. It has weight and ripe black-fruit notes that are laced with fresh acidity and a jammy plum flavor. It's dark, dense, full of great depth of flavor and worthy of serious aging. Drink from 2017.",O OenÃ³lgo Vinhas Velhas,94,34.0,DÃ£o,,,Roger Voss,@vossroger,Casa da Passarella 2009 O OenÃ³lgo Vinhas Velhas Red (DÃ£o),Portuguese Red,Casa da Passarella				,,94000,16.919999999999998
36978,Portugal,"This sparkling wine is fresh and crisp. With a creamy texture and a touch of toast, it is very complete and perfumed, with bright acidity to finish. Drink this fragrant wine now.",Borga Bruto,88,34.0,Bairrada,,,Roger Voss,@vossroger,Campolargo 2009 Borga Bruto Sparkling (Bairrada),Portuguese Sparkling,Campolargo				,,88000,15.84
49003,Portugal,"This field blend is produced from old vines. It is rich and smooth with touches with spicy wood. The wood is showing strongly, perhaps not leaving enough room for fruit, however, that could improve as the wine ages more. Wait until 2017.",O Fugitivo Garrafeira Branco,89,34.0,DÃ£o,,,Roger Voss,@vossroger,Casa da Passarella 2013 O Fugitivo Garrafeira Branco White (DÃ£o),Portuguese White,Casa da Passarella				,,89000,16.02
54279,Portugal,"Made from 100% Touriga Nacional grapes, this wine is very perfumed and fruity while also structured. It is still young, showing its tannins and acidity as much as its berry fruits. It is not for long-term aging, so drink from 2015.",,88,34.0,Douro,,,Roger Voss,@vossroger,Quinta da Romaneira 2010 Touriga Nacional (Douro),Touriga Nacional,Quinta da Romaneira				,,88000,15.84
3378,Portugal,"A blend from two vineyards, this wine is rich and full bodied, with fine tannins and a dark concentration. With its perfumed character and tight structure, it is impressive, full of black fruits with a strong mineral streak. Drink this still-young wine from 2019.",Grande Reserva,92,35.0,Douro,,,Roger Voss,@vossroger,Bulas 2010 Grande Reserva Red (Douro),Portuguese Red,Bulas				,,92000,16.56
3841,Portugal,"Ikon refers to Touriga Nacional's position as Portugal's iconic grape. It is almost black in color, and profoundly dense and dry with wood tannins at this early stage of development. Yet it promises a palate that's rich and smooth with fruit in time. It's intended for long-term aging so drink from 2017.",Ikon,93,35.0,Tejo,,,Roger Voss,@vossroger,Fiuza 2011 Ikon Touriga Nacional (Tejo),Touriga Nacional,Fiuza				,,93000,16.74
4164,Portugal,"From 24 different varieties of old vines, this wine is rich, bold and ripe. Without any wood aging, it is solid with tannins and dense structure. There is a juicy background coming from the blackberry and damson fruits. Drink this serious, ageworthy wine from 2019.",O OenÃ³logo Vinhas Velhas,92,35.0,DÃ£o,,,Roger Voss,@vossroger,Casa da Passarella 2013 O OenÃ³logo Vinhas Velhas Red (DÃ£o),Portuguese Red,Casa da Passarella				,,92000,16.56
6233,Portugal,"One of the DÃ£o's local grapes, Alfrocheiro gives this ripe, smooth and juicy fruit. The essential mineral tannins of the region are ameliorated by the rich berry flavors and great acidity. This wine is ready to drink, although it will be better from 2016.",Enxertia,90,35.0,DÃ£o,,,Roger Voss,@vossroger,Casa da Passarella 2011 Enxertia Alfrocheiro (DÃ£o),Alfrocheiro,Casa da Passarella				,,90000,16.2
8085,Portugal,"This is firm and solid wine is a blend dominated by tannic Touriga Nacional. Ripe berry fruits on the palate offer juicy acidity for balance, and a perfumed hue gives character and nuance. This impressive wine needs to age, so wait until 2016.",Aurius,91,35.0,Lisboa,,,Roger Voss,@vossroger,Quinta do Monte d'Oiro 2009 Aurius Red (Lisboa),Portuguese Red,Quinta do Monte d'Oiro				,,91000,16.38
10751,Portugal,"A wonderful, rich wine, fermented in open stone lagars, giving a concentrated, beautifully soft wine. The texture is dense and velvety	 ripe black fruits are given further complexity by wood aging. A superb wine, powerful and elegant.",Reserva,94,35.0,DÃ£o,,,Roger Voss,@vossroger,Vinha Paz 2007 Reserva Red (DÃ£o),Portuguese Red,Vinha Paz			,,94000,16.919999999999998
15040,Portugal,"In the full style of an Alentejo white, this is packed with flavors of tropical fruit and yellow stone fruit. Its richness is balanced by a good crisp line of citrusy acidity that yields a harmonious whole.",Branco,88,35.0,Alentejano,,,Roger Voss,@vossroger,Altas Quintas 2010 Branco White (Alentejano),Portuguese White,Altas Quintas				,,88000,15.84
15749,Portugal,"This is a blend dominated by 85% Touriga Nacional from a single vineyard near the Serra da Estrela mountain range. The relatively cool climate shows in the crisp red fruits and the strongly mineral texture. The wine has an obvious aptitude to age further with its tannins and acidity still prominent, so drink from late 2018.",Quinta da Garrida Reserva,91,35.0,DÃ£o,,,Roger Voss,@vossroger,BacalhÃ´a Wines of Portugal 2014 Quinta da Garrida Reserva Red (DÃ£o),Portuguese Red,BacalhÃ´a Wines of Portugal				,,91000,16.38
18094,Portugal,"Delicious sweet raisin and mulled wine fruit, full of herbs and nutmeg spice. This is a ripe wine, but too heavy, showing some austerity, but no sign of tiring.",Late Bottled Vintage,91,35.0,Port,,,Roger Voss,@vossroger,Smith Woodhouse 1999 Late Bottled Vintage  (Port),Port,Smith Woodhouse				,,91000,16.38
22338,Portugal,"Deeply fruity wine, almost black in color and very aromatic. It has opulent sweet ripe fruit, quite soft in character with violet and sweet plum flavors. It is probably not for long-term aging, while its fruit character will make it delicious soon.",Vintage,90,35.0,Port,,,Roger Voss,@vossroger,Wiese & Krohn 2009 Vintage  (Port),Port,Wiese & Krohn				,,90000,16.2
22600,Portugal,"There are big tannins in this wine along with the hallmark perfumes that are typical of the grape. Also typical is the one-dimensional character of the 100% Touriga Nacional. So it is rich, packed with black fruit but just missing an extra something. Drink the wine from 2020.",Reserva,89,35.0,DÃ£o,,,Roger Voss,@vossroger,Quinta das Marias 2014 Reserva Touriga Nacional (DÃ£o),Touriga Nacional,Quinta das Marias				,,89000,16.02
25730,Portugal,"A curious wine that has little connection with Pinot Noir tastes. It has red fruits, hints of cherry, but for the rest is an attractive red wine and no more.",Quinta de CidrÃ´,84,35.0,Duriense,,,Roger Voss,@vossroger,Real Companhia Velha 2008 Quinta de CidrÃ´ Pinot Noir (Duriense),Pinot Noir,Real Companhia Velha				,,84000,15.12
25799,Portugal,"This dark, almost black-colored blend combines Touriga Nacional, Touriga Franca and Syrah. They all come together in a rich, powerful palate full of explosive black fruit and fine, focused acidity. The structure shows that the wine needs to age further. Drink from 2020.",Herdade da Pimenta Grand Escolha,93,35.0,Alentejano,,,Roger Voss,@vossroger,Casa Agricola Alexandre Relvas 2014 Herdade da Pimenta Grand Escolha Red (Alentejano),Portuguese Red,Casa Agricola Alexandre Relvas				,,93000,16.74
26224,Portugal,"Still holding its deep red color, this is otherwise a wine that is now mature and ready to drink, hailing from the first vintage of the Vadio Project. It has earthy flavors of bramble and undergrowth, and a dry character that will become more pronounced over the next years. Luis PatrÃ£o started the organic Vadio Project to preserve the native Baga grape grown nine miles from the Atlantic Ocean in central Portugal.",Vadio,88,35.0,Bairrada,,,Roger Voss,@vossroger,Vadio Wines 2005 Vadio Baga (Bairrada),Baga,Vadio Wines				,,88000,15.84
27051,Portugal,"The flagship wine of the SÃ£o Miguel estate, this impresses with its dense tannins and opulent black fruits. It's fermented in open lagares and aged 18 months in wood. While its concentration and power are obvious, its elegance is surprising. Structured to age, this will be best from 2020.",Herdade de SÃ£o Miguel Reserva,94,35.0,Alentejano,,,Roger Voss,@vossroger,Casa Agricola Alexandre Relvas 2014 Herdade de SÃ£o Miguel Reserva Red (Alentejano),Portuguese Red,Casa Agricola Alexandre Relvas				,,94000,16.919999999999998
29234,Portugal,"This wine has a dry, firm and dark character. It also offers acidity to go with the tannins, ripe black fruits and a dense, concentrated structure. The wine should be aged longer, so drink from 2016.",Grande Reserva,92,35.0,Alentejo,,,Roger Voss,@vossroger,Adega Cooperativa de Borba 2011 Grande Reserva Red (Alentejo),Portuguese Red,Adega Cooperativa de Borba				,,92000,16.56
34633,Portugal,"Layers of wood-aging spring from the glass along with ripe perfumes from the always-delicious Encruzado grape. This wine shows a great mix between lime and citrus flavors and yellow fruit such as peach. A tangy character reflects a tight, tense, still-young structure. Drink from 2016.",O OenÃ³logo Branco,91,35.0,DÃ£o,,,Roger Voss,@vossroger,Casa da Passarella 2013 O OenÃ³logo Branco Encruzado (DÃ£o),Encruzado,Casa da Passarella				,,91000,16.38
34666,Portugal,"Classic DÃ£o tanninsâ€”firm, dry and powerfulâ€”are supported by satisfyingly ripe black fruit to yield a concentrated, dense, perfumed wine. Swathes of fruit are layered with this solid structure and given a final lift by ample acidity. It still needs to age, so drink from 2017.",O OenÃ³logo Vinhas Velhas,93,35.0,DÃ£o,,,Roger Voss,@vossroger,Casa da Passarella 2010 O OenÃ³logo Vinhas Velhas Red (DÃ£o),Portuguese Red,Casa da Passarella				,,93000,16.74
35199,Portugal,"This is a wine that combines rich berry fruits and a layer of fine tannins. Juicy blackberry flavors are spiced with the wood aging and given a dark, solid texture from the structure. The wine is ready to drink, packed with fruit and spicy acidity.",Tonel 22 Reserva,91,35.0,Douro,,,Roger Voss,@vossroger,Enoport 2013 Tonel 22 Reserva Red (Douro),Portuguese Red,Enoport				,,91000,16.38
35214,Portugal,"Using the four main grapes of the DÃ£o regionâ€”Touriga Nacional, Tinta Roriz, Alfrocheiro and Jaenâ€”this is an impressive wine, with solid tannins and a crushed-stone texture. Black currant fruits are set against perfumed acidity and a dense structure which needs to soften for the wine to be fully ready. Drink this wine from 2018.",Colheita,91,35.0,DÃ£o,,,Roger Voss,@vossroger,Vinha Paz 2013 Colheita Red (DÃ£o),Portuguese Red,Vinha Paz				,,91000,16.38
35904,Portugal,"Aged for a year in wood, this smooth, rich wine is structured and packed with ripe black-plum fruit. It is bold and generous with the fruits balanced by both acidity and dense tannins. The wine is just ready to drink although it will be better from 2017.",Evel Reserva,91,35.0,Douro,,,Roger Voss,@vossroger,Real Companhia Velha 2013 Evel Reserva Red (Douro),Portuguese Red,Real Companhia Velha				,,91000,16.38
36972,Portugal,"In the rich and smooth style of Fonseca Ports, this is youthful, fruity aged tawny. It brings out fruit, sweet toffee flavors and a rounded texture. The aftertaste is broad, ripe and generous.",10 Year Old Aged Tawny,88,35.0,Port,,,Roger Voss,@vossroger,Fonseca NV 10 Year Old Aged Tawny  (Port),Port,Fonseca				,,88000,15.84
40012,Portugal,"Still young in color and fruit, this is packed with black fruits and only the lightest hints of wood aging. That makes the wine very different from other vintage Colheitas or aged tawnies, with a style that is ripe and still fresh.",Colheita,87,35.0,Port,,,Roger Voss,@vossroger,Quinta de la Rosa 2008 Colheita  (Port),Port,Quinta de la Rosa				,,87000,15.66
42149,Portugal,"Wood-aged, sophisticated wine in homage to the present Countess of Santar. This is beautifully smooth with just a hint of oily texture, lime juice and sweet melon flavors. Worth aging another year to bring its great flavors together.",Casa de Santar Condessa de Santar,91,35.0,DÃ£o,,,Roger Voss,@vossroger,DÃ£o Sul 2009 Casa de Santar Condessa de Santar White (DÃ£o),Portuguese White,DÃ£o Sul				,,91000,16.38
42157,Portugal,"Firm tannins give this wine great structure. In a good sense, it has an old-fashioned leathery feel to it, very firm, dry, the fruit showing richness while already pointing towards maturity.",Casa de Santar Reserva,91,35.0,DÃ£o,,,Roger Voss,@vossroger,DÃ£o Sul 2007 Casa de Santar Reserva Red (DÃ£o),Portuguese Red,DÃ£o Sul				,,91000,16.38
43127,Portugal,"Keeping some freshness, but showing signs of dryness, this is a well-aged 10-year old, the wood acidity and spirit dominating the fruit. The aftertaste shows considerable ageâ€”more than 10 years.",10 Years Old Tawny,87,35.0,Port,,,Roger Voss,@vossroger,Rozes NV 10 Years Old Tawny  (Port),Port,Rozes				,,87000,15.66
47120,Portugal,"A wood-fermented and -aged wine, this tones down the fruity freshness of Alvarinho and instead brings out a smooth, toasty and ripe character. Rich apricot and pineapple flavors and acidity are enveloped by notes of toast and spice. This impressive wine is still developing, so drink from the end of 2016.",Reserva,91,35.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta de Soalheiro 2013 Reserva Alvarinho (Vinho Verde),Alvarinho,Quinta de Soalheiro				,,91000,16.38
